Time,Rate
-2,0.5
-1.5,0.5
-1,0.5
-0.5,0.5
0,12
0.5,0.5
1,0.5
1.5,0.5
2,0.5
2.5,0.0689655
3,0.0689655
3.5,0.0689655
4,0.0689655
4.5,0.0689655
5,0.0689655
5.5,0.0689655
6,0.0689655
6.5,0.0689655
7,0.0689655
7.5,0.0689655
8,0.0689655
8.5,0.0689655
9,0.0689655
9.5,0.0689655
10,0.0689655
10.5,0.0689655
11,0.0689655
11.5,0.0689655
12,0.0689655
12.5,0.0689655
13,0.0689655
13.5,0.0689655
14,0.0689655
14.5,0.0689655
15,0.0689655
15.5,0.0689655
16,0.0689655
16.5,0.0689655
17,0
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0.0465116
22.5,0.0465116
23,0.0465116
23.5,0.0465116
24,0.0465116
24.5,0.0465116
25,0.0465116
25.5,0.0465116
26,0.0465116
26.5,0.0465116
27,0.0465116
27.5,0.0465116
28,0.0465116
28.5,0.0465116
29,0.0465116
29.5,0.0465116
30,0.0465116
30.5,0.0465116
31,0.0465116
31.5,0.0465116
32,0.0465116
32.5,0.0465116
33,0.0465116
33.5,0.0465116
34,0.0465116
34.5,0.0465116
35,0.0465116
35.5,0.0465116
36,0.0465116
36.5,0.0465116
37,0.0465116
37.5,0.0465116
38,0.0465116
38.5,0.0465116
39,0.0465116
39.5,0.0465116
40,0.0465116
40.5,0.0465116
41,0.0465116
41.5,0.0465116
42,0.0465116
42.5,0.0465116
43,0.0465116
43.5,0
44,0
44.5,0
45,0
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
50.5,0
51,0
51.5,0
52,0
52.5,0
53,0.0338983
53.5,0.0338983
54,0.0338983
54.5,0.0338983
55,0.0338983
55.5,0.0338983
56,0.0338983
56.5,0.0338983
57,0.0338983
57.5,0.0338983
58,0.0338983
58.5,0.0338983
59,0.0338983
59.5,0.0338983
60,0.0338983
60.5,0.0338983
61,0.0338983
61.5,0.0338983
62,0.0338983
62.5,0.0338983
63,0.0338983
63.5,0.0338983
64,0.0338983
64.5,0.0338983
65,0.0338983
65.5,0.0338983
66,0.0338983
66.5,0.0338983
67,0.0338983
67.5,0.0338983
68,0.0338983
68.5,0.0338983
69,0.0338983
69.5,0.0338983
70,0.0338983
70.5,0.0338983
71,0.0338983
71.5,0.0338983
72,0.0338983
72.5,0.0338983
73,0.0338983
73.5,0.0338983
74,0.0338983
74.5,0.0338983
75,0.0338983
75.5,0.0338983
76,0.0338983
76.5,0.0338983
77,0.0338983
77.5,0.0338983
78,0.0338983
78.5,0.0338983
79,0.0338983
79.5,0.0338983
80,0.0338983
80.5,0.0338983
81,0.0338983
81.5,0.0338983
82,0.0338983
82.5,0
83,0
83.5,0
84,0
84.5,0
85,0
85.5,0
86,0
86.5,0
87,0
87.5,0.0227273
88,0.0227273
88.5,0.0227273
89,0.0227273
89.5,0.0227273
90,0.0227273
90.5,0.0227273
91,0.0227273
91.5,0.0227273
92,0.0227273
92.5,0.0227273
93,0.0227273
93.5,0.0227273
94,0.0227273
94.5,0.0227273
95,0.0227273
95.5,0.0227273
96,0.0227273
96.5,0.0227273
97,0.0227273
97.5,0.0227273
98,0.0227273
98.5,0.0227273
99,0.0227273
99.5,0.0227273
100,0.0227273
100.5,0.0227273
101,0.0227273
101.5,0.0227273
102,0.0227273
102.5,0.0227273
103,0.0227273
103.5,0.0227273
104,0.0227273
104.5,0.0227273
105,0.0227273
105.5,0.0227273
106,0.0227273
106.5,0.0227273
107,0.0227273
107.5,0.0227273
108,0.0227273
108.5,0.0227273
109,0.0227273
109.5,0.0227273
110,0.0227273
110.5,0.0227273
111,0.0227273
111.5,0.0227273
112,0.0227273
112.5,0.0227273
113,0.0227273
113.5,0.0227273
114,0.0227273
114.5,0.0227273
115,0.0227273
115.5,0.0227273
116,0.0227273
116.5,0.0227273
117,0.0227273
117.5,0.0227273
118,0.0227273
118.5,0.0227273
119,0.0227273
119.5,0.0227273
120,0.0227273
120.5,0.0227273
121,0.0227273
121.5,0.0227273
122,0.0227273
122.5,0.0227273
123,0.0227273
123.5,0.0227273
124,0.0227273
124.5,0.0227273
125,0.0227273
125.5,0.0227273
126,0.0227273
126.5,0.0227273
127,0.0227273
127.5,0.0227273
128,0.0227273
128.5,0.0227273
129,0.0227273
129.5,0.0227273
130,0.0227273
130.5,0.0227273
131,0.0227273
131.5,0
132,0
132.5,0
133,0
133.5,0
134,0
134.5,0
135,0
135.5,0
136,0
136.5,0
137,0
137.5,0
138,0
138.5,0
139,0
139.5,0
140,0
140.5,0
141,0
141.5,0
142,0
142.5,0
143,0
143.5,0
144,0
144.5,0
145,0
145.5,0
146,0
146.5,0
147,0
147.5,0
148,0
148.5,0
149,0
149.5,0
150,0
150.5,0
151,0.0183486
151.5,0.0183486
152,0.0183486
152.5,0.0183486
153,0.0183486
153.5,0.0183486
154,0.0183486
154.5,0.0183486
155,0.0183486
155.5,0.0183486
156,0.0183486
156.5,0.0183486
157,0.0183486
157.5,0.0183486
158,0.0183486
158.5,0.0183486
159,0.0183486
159.5,0.0183486
160,0.0183486
160.5,0.0183486
161,0.0183486
161.5,0.0183486
162,0.0183486
162.5,0.0183486
163,0.0183486
163.5,0.0183486
164,0.0183486
164.5,0.0183486
165,0.0183486
165.5,0.0183486
166,0.0183486
166.5,0.0183486
167,0.0183486
167.5,0.0183486
168,0.0183486
168.5,0.0183486
169,0.0183486
169.5,0.0183486
170,0.0183486
170.5,0.0183486
171,0.0183486
171.5,0.0183486
172,0.0183486
172.5,0.0183486
173,0.0183486
173.5,0.0183486
174,0.0183486
174.5,0.0183486
175,0.0183486
175.5,0.0183486
176,0.0183486
176.5,0.0183486
177,0.0183486
177.5,0.0183486
178,0.0183486
178.5,0.0183486
179,0.0183486
179.5,0.0183486
180,0.0183486
180.5,0.0183486
181,0.0183486
181.5,0.0183486
182,0.0183486
182.5,0.0183486
183,0.0183486
183.5,0.0183486
184,0.0183486
184.5,0.0183486
185,0.0183486
185.5,0.0183486
186,0.0183486
186.5,0.0183486
187,0.0183486
187.5,0.0183486
188,0.0183486
188.5,0.0183486
189,0.0183486
189.5,0.0183486
190,0.0183486
190.5,0.0183486
191,0.0183486
191.5,0.0183486
192,0.0183486
192.5,0.0183486
193,0.0183486
193.5,0.0183486
194,0.0183486
194.5,0.0183486
195,0.0183486
195.5,0.0183486
196,0.0183486
196.5,0.0183486
197,0.0183486
197.5,0.0183486
198,0.0183486
198.5,0.0183486
199,0.0183486
199.5,0.0183486
200,0.0183486
200.5,0.0183486
201,0.0183486
201.5,0.0183486
202,0.0183486
202.5,0.0183486
203,0.0183486
203.5,0.0183486
204,0.0183486
204.5,0.0183486
205,0.0183486
205.5,0
206,0
206.5,0
207,0
207.5,0
208,0
208.5,0
209,0
209.5,0
210,0
210.5,0
211,0
211.5,0
212,0
212.5,0
213,0
213.5,0
214,0
214.5,0
215,0
215.5,0
216,0
216.5,0
217,0
217.5,0
218,0
218.5,0
219,0
219.5,0
220,0
220.5,0
221,0
221.5,0
222,0
222.5,0
223,0
223.5,0
224,0
224.5,0
225,0
225.5,0
226,0
226.5,0
227,0
227.5,0
228,0
228.5,0
229,0
229.5,0
230,0
230.5,0
231,0
231.5,0
232,0
232.5,0
233,0
233.5,0
234,0
234.5,0
235,0
235.5,0
236,0
236.5,0
237,0
237.5,0
238,0
238.5,0
239,0
239.5,0
240,0
240.5,0
241,0
241.5,0
242,0
242.5,0
243,0
243.5,0
244,0
244.5,0
245,0
245.5,0
246,0
246.5,0
247,0
247.5,0
248,0
248.5,0
249,0
249.5,0
250,0
250.5,0
251,0
251.5,0
252,0
252.5,0
253,0
253.5,0
254,0
254.5,0
255,0
255.5,0
256,0
256.5,0
257,0
257.5,0
258,0
258.5,0
259,0
259.5,0
260,0
260.5,0
261,0
261.5,0
262,0
262.5,0
263,0
263.5,0
264,0
264.5,0
265,0
265.5,0
266,0
266.5,0
267,0
267.5,0
268,0
268.5,0
269,0
269.5,0
270,0
270.5,0
271,0
271.5,0
272,0
272.5,0
273,0
273.5,0
274,0
274.5,0
275,0
275.5,0
276,0
276.5,0
277,0
277.5,0
278,0
278.5,0
279,0
279.5,0
280,0
280.5,0
281,0
281.5,0
282,0
282.5,0
283,0
283.5,0
284,0
284.5,0
285,0
285.5,0
286,0
286.5,0
287,0
287.5,0
288,0
288.5,0
289,0
289.5,0
290,0
290.5,0
291,0
291.5,0
292,0
292.5,0
293,0
293.5,0
294,0
294.5,0
295,0
295.5,0
296,0
296.5,0
297,0
297.5,0
298,0
298.5,0
299,0
299.5,0
